Iter,PSO500,GSA500,ABC500,PSO2500,GSA2500,ABC2500
0,-0.7782624334644525,-0.7782624334644525,-0.7782624334644525,-0.7242275338122661,-0.7242275338122661,-0.7242275338122661
1,-0.7782624334644527,-0.7782624334644527,-1.149629727795547,-0.7242275338122657,-0.7242275338122657,-1.0582029027533542
2,-0.9765000982824776,-0.9765000982824776,-1.661154492042796,-0.8981321981781026,-0.8981321981781026,-1.4539139634805027
3,-1.2392140804901437,-1.2392140804901437,-2.0630669411636005,-1.1248602648658672,-1.1248602648658672,-1.7269920605678022
4,-1.6119504620691922,-1.6119504620691922,-2.727090856039523,-1.5033972735005354,-1.5033972735005354,-2.323471082866773
5,-1.8215895747972715,-1.8215895747972715,-3.213793942503207,-1.966985196924024,-1.966985196924024,-2.618192037736984
6,-2.3230138074302014,-2.3230138074302014,-3.81632930670637,-2.26040462820644,-2.26040462820644,-3.1978953944401103
7,-2.8522925604908034,-2.8522925604908034,-4.281027550336843,-2.7237853711460405,-2.7237853711460405,-4.016239723582374
8,-3.1633548763551738,-3.1633548763551738,-5.104751650563858,-3.2010502861364842,-3.2010502861364842,-4.5193574771527905
9,-3.5981184746671047,-3.5981184746671047,-5.878563326508076,-3.781922747236117,-3.781922747236117,-5.032226145720038
10,-3.98492427973912,-3.98492427973912,-6.204183540055732,-4.322280022540433,-4.322280022540433,-5.741339979146197
11,-4.390901493142216,-4.390901493142216,-6.882330283490054,-4.742534533960884,-4.742534533960884,-6.5820200309860875
12,-4.816262220035139,-4.816262220035139,-7.341796571386308,-5.0723419525905875,-5.0723419525905875,-7.116323049826414
13,-5.02561797270706,-5.02561797270706,-7.782184689024295,-5.391184010336235,-5.391184010336235,-7.605154306274508
14,-5.282626373681254,-5.282626373681254,-8.299161813324298,-5.757857731970543,-5.757857731970543,-7.921113813842546
15,-5.356876658268091,-5.356876658268091,-8.592873640013426,-5.903644409446879,-5.903644409446879,-8.147922343081385
16,-5.453666400717581,-5.453666400717581,-8.752757114963725,-6.0702398371181285,-6.0702398371181285,-8.415567266918561
17,-5.507720693086485,-5.507720693086485,-8.885714934645447,-6.11000149683635,-6.11000149683635,-8.575310510190313
18,-5.57418510089944,-5.57418510089944,-9.013892131843702,-6.144169309137497,-6.144169309137497,-8.68964504240419
19,-5.626257034605048,-5.626257034605048,-9.14012409824879,-6.265269973641439,-6.265269973641439,-8.72145512096479
20,-5.68177192198082,-5.68177192198082,-9.291067201013357,-6.333906205800838,-6.333906205800838,-8.753761859364186
21,-5.700829805236758,-5.700829805236758,-9.314662160279964,-6.38660599908161,-6.38660599908161,-8.791753445204284
22,-5.712746956096728,-5.712746956096728,-9.32267117549185,-6.426932804953902,-6.426932804953902,-8.846060780645098
23,-5.753829145086368,-5.753829145086368,-9.346235258471648,-6.441901933458225,-6.441901933458225,-8.860658498255413
24,-5.758612943388805,-5.758612943388805,-9.351699278436735,-6.458275143220266,-6.458275143220266,-8.89242902350587
25,-5.768772123808002,-5.768772123808002,-9.358749338903115,-6.4671876189795015,-6.4671876189795015,-8.909511162119353
26,-5.7778497618307885,-5.7778497618307885,-9.370811497199565,-6.477173300264245,-6.477173300264245,-8.95430711966525
27,-5.783618134930837,-5.783618134930837,-9.371626471223106,-6.487289638549777,-6.487289638549777,-8.958829176646141
28,-5.786674662170168,-5.786674662170168,-9.418941257824013,-6.491527600279463,-6.491527600279463,-8.983109655831162
29,-5.788683373634548,-5.788683373634548,-9.436383008331452,-6.492249087088575,-6.492249087088575,-8.986532210216415
30,-5.791408038599947,-5.791408038599947,-9.437726764737867,-6.495949940959878,-6.495949940959878,-8.991099463544087
31,-5.792300690640462,-5.792300690640462,-9.438309234604144,-6.496732065717456,-6.496732065717456,-8.991875326115457
32,-5.792808662546915,-5.792808662546915,-9.440232677170782,-6.497196436098724,-6.497196436098724,-8.992157725988443
33,-5.79339952208766,-5.79339952208766,-9.460712739588079,-6.502362162090399,-6.502362162090399,-8.992285945260049
34,-5.793725580875385,-5.793725580875385,-9.464106176784613,-6.502979482344016,-6.502979482344016,-8.992448746014997
