Iter,PSO500,GSA500,ABC500,PSO2500,GSA2500,ABC2500
0,20.690597255513758,20.690597255513758,20.690597255513758,20.628481694046346,20.628481694046346,20.628481694046346
1,20.63045198548808,19.170764482583223,20.626582868295085,20.550985483374554,19.02703488705193,20.60647623505382
2,20.598670764145805,12.046113984683787,20.55283467389103,20.510699267693003,11.968925439479504,20.538199249974014
3,20.512037591971122,12.046113984683787,20.451601316062018,20.41112961013351,11.968925439479504,20.443453255481398
4,20.44966834424689,11.974221851080252,20.350650364035864,20.318967948489973,11.920495729766822,20.373947687073134
5,20.38614841968619,10.365772254641511,20.242423035309947,20.246139764669614,10.989051558289509,20.293789525565174
6,20.26297871323542,10.342294266763703,20.15755428059827,20.15080566042591,10.989051558289509,20.15945491826297
7,20.234794820586732,9.590581114116091,20.064249943144524,20.011135679708417,9.850238243679808,20.06192171582133
8,20.142151505640363,9.4662572716179,19.992693387652082,19.872799364843672,9.844997288515351,19.94515243836219
9,20.057258826345223,9.37793040009096,19.854561330400912,19.75193169846127,9.553551787366606,19.81724506596096
10,19.96729108943218,9.238726366801986,19.73799717536729,19.687847632399418,9.548020710083863,19.693983962392153
11,19.882983781627065,8.951270168076565,19.578752074336418,19.586818365789032,9.279360120879382,19.55822030827883
12,19.68794377742206,8.794563218643026,19.438312892246866,19.42548122864256,9.257280230766645,19.366133217059794
13,19.588614722887495,8.45112520088297,19.26705557369671,19.323928281295792,8.590573794926078,19.200265186311082
14,19.46069881838906,8.245654829139525,19.053869894018575,19.22020747404049,8.590573794926078,19.02243857572442
15,19.356039794131338,7.639735348552152,18.92552588572754,19.090706299550543,8.170048506271861,18.910268916181437
16,19.225311781634208,7.537449004898425,18.7958663931541,18.91037477848077,8.170048506271861,18.740050335662577
17,19.124428054952247,7.071546477362098,18.65284624757579,18.795256153472963,7.897976295912185,18.560906135158927
18,18.98390624510531,6.8288139384023205,18.525256655366753,18.561546361799188,7.897976295912185,18.444155147496257
19,18.88451696505921,6.344384597914833,18.340431366315876,18.413516241474884,7.627122290249575,18.242974247817422
20,18.81466958083527,6.21217248342374,18.200282919664495,18.25943197751728,7.627122290249575,18.124771890129793
21,18.65887371237256,5.932535707897671,18.064602275200468,18.03866474594693,7.50020841601475,18.050480240799438
22,18.460613300707145,5.847849315135835,17.912128318679915,17.841662154822636,7.50020841601475,17.911083558620064
23,18.32909559927036,5.501588668684253,17.688831106258892,17.606328936359567,7.264141118498482,17.76558398245728
24,18.161028662587732,5.379873076688759,17.5799965042785,17.4826656041334,7.264141118498482,17.654630087100255
25,17.988728645721807,5.170492232053409,17.43938092393841,17.325763858049516,7.137806336375105,17.514328370726318
26,17.82837299410108,5.102064798146844,17.37657821665163,17.127737642509413,7.137806336375105,17.293646956016524
27,17.623426515661272,4.98827143315695,17.12609899889355,16.946781498773845,7.073355360101106,17.197830112248276
28,17.455939823459275,4.902099187329801,17.016714095857353,16.79992958344917,7.069764018933588,17.01428468849607
29,17.28657777060565,4.722193121563119,16.78306283137056,16.575945552326473,6.988240158880006,16.80957339970182
30,17.143665348046504,4.688379019058554,16.601068191837918,16.394297692808824,6.988240158880006,16.55134142726665
31,16.987748555381078,4.4790286416159235,16.44980782827681,16.233403756477514,6.898837086026451,16.438449871170654
32,16.800204248592774,4.4399949386510995,16.30390268845993,16.01016922997926,6.898837086026451,16.240648111568447
33,16.67053725831301,4.256461687965563,16.188794201666003,15.91079358208196,6.883956513530703,16.02992376774444
34,16.509209492467406,4.144717154973628,15.971231316978795,15.687666020957613,6.883956513530703,15.904636052892458
35,16.354484519762835,4.060282428936405,15.776620462601368,15.508666304809301,6.756820217477414,15.834132473387
36,16.169822564829047,4.003760830341609,15.591048765545645,15.313391950339758,6.756820217477414,15.717079181276443
37,16.00601596778595,3.880725934370616,15.44547191303772,15.110736258737848,6.635256853132352,15.495220155982356
38,15.847798717321323,3.8583104082574433,15.342826397686547,14.970902833905622,6.635256853132352,15.31944409106495
39,15.73802795160675,3.76965773004814,15.251378245861009,14.775200412860798,6.535641359984773,15.095569263627365
40,15.57493802729251,3.717467107408798,15.131436470062988,14.603535754993842,6.535641359984773,14.99536868184344
