Iter,PSO500,GSA500,ABC500,PSO2500,GSA2500,ABC2500
0,-2253.891143499735,-2253.891143499735,-2253.891143499735,-2442.5532609481734,-2442.5532609481734,-2442.5532609481734
1,-2407.044897686541,-2243.932871566476,-2662.099146132417,-2571.4568173351,-2382.0371492252707,-2685.721962487722
2,-2547.842207810975,-2398.6085649963366,-2853.949317987197,-2676.0250415592523,-2532.131394931106,-2920.6162767469427
3,-2755.5841950378594,-2498.135472821008,-2974.9735291888396,-2841.6292330382166,-2632.675872157283,-3011.431494007797
4,-2950.264570055898,-2571.439812589451,-3120.1313721533843,-2970.194107954128,-2666.641907474439,-3111.2618534754
5,-3036.891946720012,-2598.561073378927,-3196.7068706676487,-3235.9381950185475,-2687.1300388852314,-3194.003527793834
6,-3212.700860981709,-2613.3661833620267,-3252.9226006360336,-3397.9234806295535,-2708.6862360332643,-3315.4565774101684
7,-3413.499500534672,-2628.8115007964116,-3301.547498654848,-3606.654608313073,-2719.8247189915064,-3376.8066315294145
8,-3631.5109207396745,-2635.8727135647127,-3352.495185478694,-3828.7961640381413,-2720.6950692205555,-3419.1745075299204
9,-3817.0818769349003,-2636.731832954155,-3382.6414696316083,-3937.4405763429663,-2720.6950692205555,-3433.7043358009605
10,-4041.310569375424,-2649.9349362873654,-3402.867172430559,-4116.127256475775,-2720.6950692205555,-3443.1542757131992
11,-4207.583617539007,-2658.4144748118792,-3459.8417302266475,-4256.482343366643,-2720.6950692205555,-3483.477824950793
12,-4329.379594030543,-2659.559083479036,-3510.4052765650135,-4382.518493959887,-2720.6950692205555,-3495.392911483482
13,-4496.97317107962,-2659.559083479036,-3556.9441180838685,-4546.00237928412,-2720.6950692205555,-3518.74888046843
14,-4666.620251454967,-2659.559083479036,-3578.2502738090657,-4733.371255426671,-2725.817618279847,-3579.390060254155
15,-4865.574313090847,-2659.559083479036,-3592.7662820504115,-4797.491584844888,-2725.817618279847,-3623.494773125287
16,-4960.8081172796055,-2659.559083479036,-3612.4466405304156,-4973.774566050695,-2725.817618279847,-3673.0121564065216
17,-5055.049919763682,-2659.559083479036,-3618.344852718842,-5060.9381389133605,-2725.817618279847,-3687.0164373640014
18,-5242.0873242084,-2659.559083479036,-3640.428389978634,-5153.41083814571,-2725.817618279847,-3744.063344526578
19,-5354.090686978265,-2659.559083479036,-3655.19945642923,-5259.596626708196,-2725.817618279847,-3767.77210977924
20,-5453.977194617751,-2659.559083479036,-3707.972962849692,-5349.661586933187,-2725.817618279847,-3787.204429282073
21,-5554.94425775558,-2659.559083479036,-3759.0884451500483,-5503.664508960335,-2725.817618279847,-3802.301360606649
22,-5689.448414057735,-2659.559083479036,-3772.7309606267318,-5651.741751589778,-2725.817618279847,-3807.2567258680942
23,-5783.923136514552,-2659.559083479036,-3816.5052747171135,-5791.646041511854,-2725.817618279847,-3836.361998502358
24,-5892.700582191074,-2659.559083479036,-3847.030618610702,-5885.043224603511,-2725.817618279847,-3865.4256078872686
25,-5988.5653894909765,-2659.559083479036,-3864.601642234983,-5970.876161605672,-2725.817618279847,-3923.57728581296
26,-6102.372535605603,-2659.559083479036,-3892.0104162655493,-6069.274297368139,-2725.817618279847,-3934.4909236797803
27,-6212.875858048012,-2659.559083479036,-3905.0970076266876,-6175.155377398891,-2725.817618279847,-3937.737109352084
28,-6289.282784742503,-2659.559083479036,-3928.9855661288825,-6291.580414339758,-2725.817618279847,-3954.664698812838
29,-6349.891955328951,-2659.559083479036,-3966.721398590843,-6408.106133101781,-2725.817618279847,-3967.9886383448597
30,-6450.671235459799,-2659.559083479036,-4016.125533212689,-6528.729301591073,-2725.817618279847,-3977.7214202767973
31,-6537.086121144343,-2659.559083479036,-4047.5685224132467,-6651.145954552718,-2725.817618279847,-4013.0910836905673
32,-6623.693994098221,-2659.559083479036,-4108.773391796435,-6711.989553006558,-2725.817618279847,-4053.514120563499
33,-6698.788224913426,-2659.559083479036,-4138.068119671117,-6806.6048402291235,-2725.817618279847,-4106.704358715342
34,-6756.598990172011,-2659.559083479036,-4174.359696584771,-6884.589101042352,-2725.817618279847,-4143.972532672486
35,-6833.186601893466,-2659.559083479036,-4189.655579948107,-6946.866949750514,-2725.817618279847,-4162.474031604711
36,-6923.4447061360515,-2659.559083479036,-4231.673219290183,-7022.719786275994,-2725.817618279847,-4186.366097259114
37,-6993.20563844763,-2659.559083479036,-4238.862616076424,-7115.149623249986,-2725.817618279847,-4207.815368413976
38,-7057.8327135584705,-2659.559083479036,-4283.058343605249,-7163.311408266576,-2725.817618279847,-4212.402495438833
39,-7102.905273982445,-2659.559083479036,-4335.508978961737,-7233.288278084769,-2725.817618279847,-4243.666125501233
40,-7162.627971479838,-2659.559083479036,-4364.938074205222,-7301.007268648818,-2725.817618279847,-4285.5802383388545
41,-7216.816656587112,-2659.559083479036,-4409.834388526703,-7372.876159511161,-2725.817618279847,-4345.689338724804
42,-7266.72077921364,-2659.559083479036,-4422.755078555171,-7416.738855266508,-2725.817618279847,-4365.885048480003
43,-7309.920937466242,-2659.559083479036,-4459.792609503055,-7475.446110492053,-2725.817618279847,-4386.840528414508
44,-7371.560216217736,-2659.559083479036,-4497.850323457651,-7540.403347454824,-2725.817618279847,-4433.020255133075
45,-7443.456298400449,-2659.559083479036,-4531.479145773167,-7588.087085981015,-2725.817618279847,-4482.515859440245
46,-7494.920590751182,-2659.559083479036,-4554.099653726559,-7647.30880128419,-2725.817618279847,-4501.028598518729
47,-7545.500030038708,-2659.559083479036,-4621.061156238819,-7702.615160512103,-2725.817618279847,-4528.545886574989
48,-7597.803485437122,-2659.559083479036,-4667.961064922433,-7765.5193193364585,-2725.817618279847,-4572.005575099162
49,-7654.920825753407,-2659.559083479036,-4694.950371108269,-7816.054134587085,-2725.817618279847,-4587.001625620562
50,-7686.845250463425,-2659.559083479036,-4734.796109120556,-7851.001604151709,-2725.817618279847,-4634.63862433744
51,-7719.004158444579,-2659.559083479036,-4770.721268010341,-7893.340969475354,-2725.817618279847,-4642.783746133709
52,-7751.129075165827,-2659.559083479036,-4790.8690380963,-7940.83657510523,-2725.817618279847,-4720.815196207343
53,-7806.141354243303,-2659.559083479036,-4799.985414751054,-7994.439416257498,-2725.817618279847,-4724.109992469141
54,-7846.918266683428,-2659.559083479036,-4863.29609704242,-8032.112338300326,-2725.817618279847,-4735.578477354563
55,-7873.410623872266,-2659.559083479036,-4882.366821655558,-8059.738078649485,-2725.817618279847,-4808.7864409898
56,-7899.5249694391105,-2659.559083479036,-4983.3442629786705,-8093.936442198436,-2725.817618279847,-4835.965620400961
57,-7942.451678349014,-2659.559083479036,-5022.026489917891,-8136.274817097921,-2725.817618279847,-4851.694354036268
58,-7977.85145118285,-2659.559083479036,-5062.967161133537,-8178.8835689246525,-2725.817618279847,-4867.630906388915
59,-8018.404105380955,-2659.559083479036,-5127.120561358474,-8210.317333212544,-2725.817618279847,-4918.827642986367
60,-8052.357997193962,-2659.559083479036,-5174.9857995127295,-8244.557065296987,-2725.817618279847,-4957.903239234499
61,-8089.223327387611,-2659.559083479036,-5197.427817147283,-8269.602059485205,-2725.817618279847,-4972.960376179521
62,-8126.4865089276755,-2659.559083479036,-5248.9910527406955,-8315.948904482002,-2725.817618279847,-5002.385748985265
63,-8149.569362640913,-2659.559083479036,-5287.604443318347,-8341.371968477804,-2725.817618279847,-5053.761843051348
64,-8179.181543203111,-2659.559083479036,-5333.221067129627,-8376.319693516218,-2725.817618279847,-5087.96936570796
65,-8207.565754313651,-2659.559083479036,-5360.345224571962,-8411.55912789711,-2725.817618279847,-5115.440563007815
66,-8227.987628880537,-2659.559083479036,-5391.5879858145645,-8435.886103665667,-2725.817618279847,-5168.493750237052
67,-8259.069722272025,-2659.559083479036,-5452.881037075364,-8472.26306832157,-2725.817618279847,-5197.855982281584
68,-8279.60743639422,-2659.559083479036,-5484.758922041959,-8501.308370988425,-2725.817618279847,-5240.216440906899
69,-8295.29210512737,-2659.559083479036,-5522.947659910331,-8532.859145134353,-2725.817618279847,-5273.931423634818
70,-8326.254116454087,-2659.559083479036,-5587.959504884251,-8553.850919091776,-2725.817618279847,-5310.029096660455
71,-8343.122582653361,-2659.559083479036,-5618.960992656267,-8565.928931880948,-2725.817618279847,-5331.315927791714
72,-8355.873233371749,-2659.559083479036,-5643.334125590889,-8592.511581920779,-2725.817618279847,-5345.467579593599
73,-8378.256853993145,-2659.559083479036,-5676.554769755926,-8611.720969571637,-2725.817618279847,-5388.119302246458
74,-8399.353904202255,-2659.559083479036,-5707.001575372503,-8624.20184869435,-2725.817618279847,-5454.947481808875
75,-8423.263607894283,-2659.559083479036,-5768.387939794749,-8648.753035320731,-2725.817618279847,-5489.273259192526
76,-8441.34700695004,-2659.559083479036,-5828.569208524374,-8670.065007026886,-2725.817618279847,-5547.93118284046
77,-8459.450167015106,-2659.559083479036,-5853.461597401791,-8696.260966479054,-2725.817618279847,-5611.913327404415
78,-8472.749392730462,-2659.559083479036,-5906.976736997675,-8718.590203399031,-2725.817618279847,-5649.942863302572
79,-8493.692509628536,-2659.559083479036,-5958.42857657819,-8745.865894751689,-2725.817618279847,-5688.756589860129
80,-8511.182097286486,-2659.559083479036,-5997.97405867668,-8763.143105656107,-2725.817618279847,-5720.441902528482
81,-8533.040295389716,-2659.559083479036,-6104.428661941242,-8775.186806598731,-2725.817618279847,-5731.9388621292865
82,-8553.29830957451,-2659.559083479036,-6157.12267495348,-8795.541646905765,-2725.817618279847,-5774.342895989303
83,-8565.341283869155,-2659.559083479036,-6195.81371174032,-8806.558402000604,-2725.817618279847,-5805.606204852417
84,-8576.484095478418,-2659.559083479036,-6229.204196252399,-8819.58022899488,-2725.817618279847,-5858.19681540295
85,-8589.315267048405,-2659.559083479036,-6283.320000169138,-8834.798786665868,-2725.817618279847,-5893.023008468193
86,-8605.890963994809,-2659.559083479036,-6293.6200318035435,-8851.623895325652,-2725.817618279847,-5929.038672328216
87,-8617.236429552571,-2659.559083479036,-6324.697658139174,-8869.759538406872,-2725.817618279847,-5967.5762925918725
88,-8629.516885311463,-2659.559083479036,-6355.877858815598,-8887.776476400806,-2725.817618279847,-6019.648619729827
89,-8641.60737616489,-2659.559083479036,-6377.832630099883,-8907.448781362515,-2725.817618279847,-6044.153512655777
90,-8657.388034229476,-2659.559083479036,-6434.419973024741,-8920.377372212888,-2725.817618279847,-6076.075348837531
91,-8668.011743644514,-2659.559083479036,-6474.728733632082,-8930.18289411348,-2725.817618279847,-6118.833141150166
92,-8676.864326321202,-2659.559083479036,-6522.138224378573,-8940.052662152519,-2725.817618279847,-6167.517926446138
93,-8693.637657262629,-2659.559083479036,-6555.167687268168,-8950.868069768756,-2725.817618279847,-6200.94363695134
94,-8705.001496939283,-2659.559083479036,-6584.499704838273,-8957.87087284141,-2725.817618279847,-6241.5493086972965
95,-8719.386834844814,-2659.559083479036,-6647.277891590565,-8963.638498517026,-2725.817618279847,-6304.538495424294
96,-8737.921965323245,-2659.559083479036,-6660.056968335395,-8986.256820662295,-2725.817618279847,-6334.333761313261
97,-8748.667754231838,-2659.559083479036,-6700.801439415569,-9000.336112341383,-2725.817618279847,-6377.738628475498
98,-8763.371755964366,-2659.559083479036,-6738.30880734356,-9010.031813916918,-2725.817618279847,-6427.571949594923
99,-8775.461118353207,-2659.559083479036,-6761.70434734735,-9019.772287880582,-2725.817618279847,-6453.554503310776
100,-8789.933723824839,-2659.559083479036,-6794.611224777332,-9030.90537644281,-2725.817618279847,-6473.771000570643
101,-8806.234578482168,-2659.559083479036,-6828.025370945226,-9040.055349870336,-2725.817618279847,-6510.98097774938
102,-8813.037082175571,-2659.559083479036,-6843.573478911476,-9053.068644290477,-2725.817618279847,-6529.48812210177
103,-8822.240028407059,-2659.559083479036,-6882.302696232517,-9064.695934628653,-2725.817618279847,-6543.148261880666
104,-8836.823180205845,-2659.559083479036,-6920.337982163299,-9075.859343910246,-2725.817618279847,-6596.852167204363
105,-8843.997660590254,-2659.559083479036,-6950.666600100589,-9082.038840447454,-2725.817618279847,-6604.4275032455835
106,-8852.117749099929,-2659.559083479036,-6983.314804751089,-9087.96687526997,-2725.817618279847,-6641.617672232429
107,-8860.512173096211,-2659.559083479036,-7017.9592652762985,-9095.03573017906,-2725.817618279847,-6671.679291511045
108,-8874.961608189034,-2659.559083479036,-7043.7275990085,-9104.766292630702,-2725.817618279847,-6718.313484734793
109,-8880.349161569644,-2659.559083479036,-7103.269093601828,-9112.579788602154,-2725.817618279847,-6782.100442458787
110,-8885.425330172033,-2659.559083479036,-7129.6528721457635,-9116.468199524914,-2725.817618279847,-6829.385994532973
111,-8891.451743954152,-2659.559083479036,-7153.077367515452,-9126.648816049816,-2725.817618279847,-6849.472531650052
112,-8902.056812550556,-2659.559083479036,-7178.564318337558,-9132.85166761438,-2725.817618279847,-6879.513372773268
113,-8908.095551141576,-2659.559083479036,-7199.431148301175,-9142.53389857574,-2725.817618279847,-6929.133694293763
114,-8924.371036944505,-2659.559083479036,-7245.773125164925,-9147.011952202643,-2725.817618279847,-6950.038970208771
115,-8929.943821212615,-2659.559083479036,-7263.0611989376375,-9150.750635477922,-2725.817618279847,-6972.306448551769
116,-8940.195573741348,-2659.559083479036,-7281.50503086048,-9158.154884789465,-2725.817618279847,-7004.7714917998655
117,-8950.308172285002,-2659.559083479036,-7319.675752284082,-9162.738854340596,-2725.817618279847,-7029.612862420585
118,-8959.898832110635,-2659.559083479036,-7338.5930437168,-9166.979979831103,-2725.817618279847,-7057.791656528703
119,-8963.481266639106,-2659.559083479036,-7356.683136587422,-9173.751819460556,-2725.817618279847,-7106.309050632921
120,-8974.12428598117,-2659.559083479036,-7372.187623717563,-9180.397742397121,-2725.817618279847,-7143.816646497167
121,-8980.791219434259,-2659.559083479036,-7393.5479991987495,-9185.403022184142,-2725.817618279847,-7157.72788983072
122,-8989.36679934182,-2659.559083479036,-7403.032982836086,-9188.325825328895,-2725.817618279847,-7188.827150565438
123,-8995.229754568943,-2659.559083479036,-7435.324554681373,-9191.183254710566,-2725.817618279847,-7224.215633210394
124,-9002.669492443116,-2659.559083479036,-7462.6624913229425,-9198.520143189518,-2725.817618279847,-7252.843766626561
125,-9007.75060057159,-2659.559083479036,-7470.857183251506,-9213.102886208086,-2725.817618279847,-7288.477234905466
126,-9011.418491823313,-2659.559083479036,-7485.5201520873725,-9216.016265998993,-2725.817618279847,-7320.037732888071
127,-9017.242663150788,-2659.559083479036,-7506.9717590657265,-9226.692423820017,-2725.817618279847,-7334.056724334819
128,-9021.907540610544,-2659.559083479036,-7558.091500936571,-9235.676069523295,-2725.817618279847,-7354.745012145444
129,-9025.976214445569,-2659.559083479036,-7566.869391717814,-9240.644557423027,-2725.817618279847,-7370.204152113327
130,-9030.895209812654,-2659.559083479036,-7589.337828320642,-9247.472668293012,-2725.817618279847,-7425.336259048487
131,-9033.558388987385,-2659.559083479036,-7613.068483303841,-9252.06681329406,-2725.817618279847,-7453.272852415018
132,-9040.018704525733,-2659.559083479036,-7621.375452961229,-9258.989805933315,-2725.817618279847,-7482.8304271804445
133,-9043.20073258657,-2659.559083479036,-7657.95260422717,-9264.16059680665,-2725.817618279847,-7493.053175033909
134,-9050.852387105359,-2659.559083479036,-7671.540153043174,-9266.22108686659,-2725.817618279847,-7507.487620197593
135,-9052.87143545753,-2659.559083479036,-7694.630560564647,-9272.329209707887,-2725.817618279847,-7542.67693792299
136,-9056.023370742538,-2659.559083479036,-7712.011759936618,-9279.98746894283,-2725.817618279847,-7564.869713750166
137,-9060.518510930971,-2659.559083479036,-7715.263359321219,-9286.550489195113,-2725.817618279847,-7577.172735742302
138,-9066.861510086488,-2659.559083479036,-7736.884877147052,-9290.542832241306,-2725.817618279847,-7596.680507054861
139,-9071.33781942346,-2659.559083479036,-7747.541596184858,-9291.618431365157,-2725.817618279847,-7603.272005283282
140,-9075.30870877953,-2659.559083479036,-7759.053481719968,-9294.254311711713,-2725.817618279847,-7623.776871035915
141,-9081.201274017198,-2659.559083479036,-7766.034016077466,-9296.423816238674,-2725.817618279847,-7655.502346478881
142,-9082.846851146805,-2659.559083479036,-7787.910162625959,-9299.299462126659,-2725.817618279847,-7679.088573096327
143,-9085.784614516573,-2659.559083479036,-7804.030560404542,-9300.810032340034,-2725.817618279847,-7683.605035700133
144,-9086.78063148489,-2659.559083479036,-7812.167985578197,-9303.0268458487,-2725.817618279847,-7708.240841035935
145,-9091.822548551261,-2659.559083479036,-7830.937218862445,-9305.293549794696,-2725.817618279847,-7737.646171811166
146,-9098.01575964561,-2659.559083479036,-7850.470448803065,-9312.23615109992,-2725.817618279847,-7770.8465343227945
147,-9105.450890585358,-2659.559083479036,-7860.928982789414,-9314.14764428859,-2725.817618279847,-7812.160609929482
148,-9110.003056278327,-2659.559083479036,-7866.0387234130385,-9317.4215036502,-2725.817618279847,-7828.380169468012
149,-9110.977398040604,-2659.559083479036,-7880.261987989663,-9318.816453984587,-2725.817618279847,-7850.371619804567
150,-9112.396993795359,-2659.559083479036,-7889.523141217372,-9320.385154980644,-2725.817618279847,-7856.169691014027
151,-9115.022993979344,-2659.559083479036,-7912.547173771035,-9321.531600347009,-2725.817618279847,-7858.758631063115
152,-9119.479085664218,-2659.559083479036,-7927.026344335964,-9323.93080956951,-2725.817618279847,-7882.174765567324
153,-9123.179752478873,-2659.559083479036,-7940.654103096295,-9325.211864097942,-2725.817618279847,-7921.063833428669
154,-9129.542422537961,-2659.559083479036,-7952.47208043613,-9332.083091768587,-2725.817618279847,-7948.096459549892
155,-9130.877969151104,-2659.559083479036,-7963.681308088806,-9333.345734793491,-2725.817618279847,-7975.957060269459
156,-9133.206187726495,-2659.559083479036,-7969.390023301739,-9335.940194537656,-2725.817618279847,-8005.527627041643
157,-9138.24340236876,-2659.559083479036,-7973.447471316507,-9336.54920041729,-2725.817618279847,-8016.862092725359
158,-9141.817905143027,-2659.559083479036,-7978.2076439999955,-9340.601622336895,-2725.817618279847,-8034.458058281609
159,-9149.301305788484,-2659.559083479036,-8011.6825999203975,-9342.38558785285,-2725.817618279847,-8044.886972372505
160,-9150.674725583805,-2659.559083479036,-8017.340597584485,-9343.652252944885,-2725.817618279847,-8067.88430757517
